user_hash,repo,session_model,sessions,usd,committed_lines,usd_per_committed_line,ctx_tokens_per_committed_line
3a47328bc0,zchee/spanner-manager,gpt-5.4-mini,14,2.79160935,1294,0.002157348802163833,15024.29829984544
3a47328bc0,zchee/spanner-manager,gpt-5.3-codex-spark,4,0.9264846499999999,263,0.003522755323193916,7628.19391634981
3a47328bc0,zchee/zmux,gpt-5.4,81,779.4950275,11278,0.06911642378967903,99843.02030501862
3a47328bc0,zchee/zmux,claude-opus-4-6,7,181.0063860000001,5269,0.03435308141962424,49000.41924463845
3a47328bc0,zchee/zmux,claude-sonnet-4-6,5,21.1299015,2838,0.007445349365750528,11313.825933756167
3a47328bc0,zchee/zmux,gpt-5.4-mini,5,0.7586504999999999,865,0.0008770526011560693,3752.871676300578
3e8961306a,raman325/lock_code_manager,claude-opus-4-7,15,1386.9710090000008,9703,0.14294249294032782,216703.53911161495
3e8961306a,raman325/lock_code_manager,claude-opus-4-8,7,455.16760050000005,2694,0.16895605066815148,209909.90386043058
40564e4dd4,ngngardner/readaloud,claude-opus-4-7,24,475.4755335,4290,0.1108334576923077,156130.66876456878
40564e4dd4,ngngardner/readaloud,claude-fable-5,5,234.95509100000004,2538,0.09257489795114265,57318.42868400315
46e331c463,steadyfall/wwbm-webapp,claude-sonnet-4-5-20250929,12,20.981261450000005,2702,0.007765085658771283,14410.347890451518
46e331c463,steadyfall/wwbm-webapp,claude-sonnet-4-6,9,2.5874971,976,0.002651124077868853,3569.371926229508
49c167d7cd,marcus-sa/brain,claude-opus-4-6,457,2399.6085109500013,979918,0.0024487850115519883,2633.0025685822693
49c167d7cd,marcus-sa/brain,claude-sonnet-4-6,7,24.7181616,5420,0.004560546420664206,7953.54889298893
49c167d7cd,marcus-sa/brain,claude-haiku-4-5-20251001,25,3.8789548999999997,6514,0.0005954797206017807,1625.6430764507215
4a4e7c7577,TheUHO/AI-voyager,claude-opus-4-6,79,263.32895800000006,40871,0.006442929167380295,6809.538181106408
4a4e7c7577,TheUHO/AI-voyager,claude-sonnet-4-6,8,27.532962300000005,7258,0.0037934640810140543,7777.127583356297
4dfa9da938,Better0/flvx,gpt-5.3-codex,19,32.6171482,17342,0.0018808181409295354,1024.15165494176
4dfa9da938,Better0/flvx,gpt-5.4,7,6.31210675,2458,0.0025679848454027666,600.7815296989422
4dfa9da938,Better0/flvx,glm-5,14,0.0,10701,0.0,555.3817400242968
51dc30ddc4,entireio/cli-checkpoints,gpt-5.5,3,44.71123100000001,72,0.6209893194444446,115788.29166666667
51dc30ddc4,entireio/cli-checkpoints,gpt-5.4,3,7.957178500000005,364,0.021860380494505508,53056.75
534b44a19b,E2E-Solution/cli,claude-opus-4-6,91,1160.5240657500003,100261,0.011575029829644631,14132.481563120256
534b44a19b,E2E-Solution/cli,claude-opus-4-5-20251101,57,533.6357151,6142,0.08688305358189514,105271.0545424943
5934b44169,FSM1/cipher-box,claude-opus-4-8,77,2057.88249925,150752,0.013650780747519103,15526.00045770537
5934b44169,FSM1/cipher-box,claude-fable-5,12,868.5457180000002,15799,0.05497472738780937,34096.78099879739
5934b44169,FSM1/cipher-box,claude-opus-4-6,11,93.51537900000005,20398,0.004584536670261793,6634.921021668791
5a4134dfc3,1natsu-vacation/agent-skills,claude-opus-4-8,4,179.998017,226,0.7964514026548672,789958.6460176992
5a4134dfc3,1natsu-vacation/agent-skills,claude-opus-4-7,5,63.45236400000001,207,0.3065331594202899,268902.0917874396
5a4134dfc3,1natsu-vacation/agent-skills,claude-opus-4-6,13,52.012593100000004,1990,0.026136981457286435,23549.81608040201
5d633b1cec,pablo-health/pablo-companion,claude-opus-4-6,12,82.43997749999998,13740,0.005999998362445413,7127.729475982533
5d633b1cec,pablo-health/pablo-companion,claude-sonnet-4-6,17,39.2238012,6796,0.0057716011183048845,12495.384638022366
61d088a119,entireio/cli-checkpoints,gpt-5.5,56,1882.6507950000005,3199,0.5885122835261021,770066.8218193186
61d088a119,entireio/cli-checkpoints,claude-opus-4-6,49,1143.8515407499997,5661,0.20205821246246242,287717.6862745098
61d088a119,entireio/cli-checkpoints,claude-opus-4-7,29,539.1675145000002,15700,0.03434187990445861,47046.46949044586
61d088a119,entireio/cli-checkpoints,gpt-5.4,26,288.95893350000006,6538,0.04419683901804834,117598.50917711838
61d088a119,entireio/cli-checkpoints,claude-fable-5,6,101.68157099999999,198,0.5135432878787878,320898.3585858586
61d088a119,entireio/cli-checkpoints,gpt-5.3-codex,23,59.78581314999998,3379,0.017693345116898487,3897.9641905889316
61d088a119,entireio/cli-checkpoints,claude-opus-4-8,13,56.1200985,415,0.1352291530120482,125540.9156626506
61d088a119,entireio/cli-checkpoints,gpt-5.4-mini,22,6.4523683499999995,4099,0.0015741323127592094,8981.853378872896
6c1e8f5062,PanthroCorp-Limited/openclaw-skills,claude-opus-4-6,4,77.94954050000004,3067,0.025415565862406272,38937.973263775675
6c1e8f5062,PanthroCorp-Limited/openclaw-skills,claude-sonnet-4-6,3,14.082336699999999,35,0.4023524771428571,816628.9142857143
6c63212ab4,E2E-Solution/cli,claude-opus-4-6,21,32.5194965,2241,0.014511154172244535,16872.17045961624
6c63212ab4,E2E-Solution/cli,claude-opus-4-5-20251101,8,14.486958250000002,534,0.027129135299625472,32850.988764044945
6c63212ab4,entireio/cli-checkpoints,claude-opus-4-8,43,715.9567960000004,10969,0.06527092679369134,87242.66815571155
6c63212ab4,entireio/cli-checkpoints,claude-fable-5,3,294.56605500000006,152,1.9379345723684214,1245455.7171052631
6cc2d23807,yorrick/claude-code-plugins,claude-opus-4-6,15,60.41985099999999,2326,0.02597586027515047,30753.771711092002
6cc2d23807,yorrick/claude-code-plugins,claude-sonnet-4-6,8,4.813688999999999,2373,0.0020285246523388113,2685.068268015171
758e971770,YESS-lab/s26_3_31_class_and_guide,claude-opus-4-6,6,66.36242450000003,1707,0.03887664001171648,52107.393673110724
758e971770,YESS-lab/s26_3_31_class_and_guide,claude-sonnet-4-5-20250929,5,0.3857257499999999,698,0.000552615687679083,752.7779369627507
75e48d2bd2,feltroidprime/s2morrow,claude-opus-4-6,66,258.68474650000013,624686,0.00041410364006877075,534.0532075314638
75e48d2bd2,feltroidprime/s2morrow,claude-sonnet-4-6,28,47.68260840000001,244907,0.0001946967967432536,483.1109523206768
760061f6bf,Safecast/safecast-map-MCP,claude-sonnet-4-5-20250929,18,49.178346899999994,3018,0.016295012226640156,36268.84890656063
760061f6bf,Safecast/safecast-map-MCP,claude-sonnet-4-6,4,14.185175699999998,229,0.06194399868995633,125476.42358078602
760061f6bf,Safecast/safecast-new-map,claude-sonnet-4-6,22,170.38165544999998,113185,0.0015053377695807746,3034.9405221539955
760061f6bf,Safecast/safecast-new-map,claude-opus-4-6,10,86.90242774999999,3045,0.028539385139573065,39142.00689655173
760061f6bf,Safecast/safecast-new-map,claude-sonnet-4-5-20250929,13,31.977649800000005,119252,0.00026815189514641267,591.2526330795291
84e0281fe5,henryph24/neuralips26,claude-opus-4-6,29,1975.3566549999985,60455,0.032674826813332204,47204.10846083864
84e0281fe5,henryph24/neuralips26,claude-opus-4-7,67,728.3101375,39870,0.01826712158264359,22851.731552545774
8a0594d4b8,adrientaudiere/MiscMetabar,claude-opus-4-8,9,87.33503770000002,5718,0.015273703690101437,15688.873732074151
8a0594d4b8,adrientaudiere/MiscMetabar,claude-sonnet-4-6,15,43.08388649999999,142756,0.0003018008805234105,509.56246322396254
8a0594d4b8,adrientaudiere/MiscMetabar,claude-opus-4-6,6,10.505062250000002,6032,0.0017415554127984088,2154.4471153846152
8ab8a929d7,harusame-dev/formawork.ai,claude-opus-4-8,11,143.27556750000008,59005,0.002428193670027965,2986.662689602576
8ab8a929d7,harusame-dev/formawork.ai,claude-opus-4-7,26,123.001453,3705,0.03319877273954116,36407.168151147096
8cb84ede62,bids-standard/bids-utils,claude-opus-4-6,15,196.88362249999994,3703,0.053168680124223586,64722.19200648123
8cb84ede62,bids-standard/bids-utils,claude-opus-4-7,6,174.03767349999995,908,0.19167144658590304,185878.98237885462
8d7b914e55,ta93abe/me,claude-opus-4-6,7,55.0754455,9383,0.005869705371416392,7776.067675583502
8d7b914e55,ta93abe/me,claude-opus-4-8,3,32.54891349999999,162,0.2009192191358024,129102.51234567902
8d7b914e55,ta93abe/slides,claude-opus-4-7,14,888.6030784999998,2831,0.3138831079123984,413552.0582832921
8d7b914e55,ta93abe/slides,claude-opus-4-8,3,17.553137,355,0.04944545633802817,34029.01690140845
8e4d6b9b73,cyyeh/duckdb-data-agent,claude-opus-4-6,247,589.30763075,56729,0.010388119493557089,12294.102857445047
8e4d6b9b73,cyyeh/duckdb-data-agent,claude-sonnet-4-6,23,26.796170100000005,1572,0.01704590973282443,34330.978371501275
926e27eecd,pskoett/pskoett-ai-skills,claude-opus-4-6,9,132.8569735,879,0.1511455898748578,176557.92946530148
926e27eecd,pskoett/pskoett-ai-skills,claude-opus-4-7,4,34.243757,12140,0.002820737808896211,2990.5373146622733
9ea3e7bea0,entireio/cli-checkpoints,claude-opus-4-7,3,32.465996,105,0.3091999619047619,423452.0761904762
9ea3e7bea0,entireio/cli-checkpoints,claude-opus-4-8,3,28.010826499999997,1623,0.01725867313616759,16471.09180529883
a3670732a0,gotha/dotfiles,claude-opus-4-8,4,61.198013800000005,141,0.4340284666666667,344015.78014184395
a3670732a0,gotha/dotfiles,claude-sonnet-4-6,4,15.929085899999997,10,1.5929085899999997,2014074.4
a64a26de25,PackmindHub/context-evaluator,claude-opus-4-6,75,141.95043350000003,59117,0.002401177892991864,2889.9325067239542
a64a26de25,PackmindHub/context-evaluator,claude-sonnet-4-6,21,16.84926315,11976,0.0014069191007014027,2668.837257849031
a64a26de25,PackmindHub/context-evaluator,claude-haiku-4-5-20251001,3,0.7851549000000001,3462,0.00022679228769497404,956.0352397458116
abd7372bba,wilsonsilva/jsonrpc-middleware,claude-opus-4-8,12,23.79162975,898,0.02649401976614699,20695.112472160356
abd7372bba,wilsonsilva/jsonrpc-middleware,claude-sonnet-4-6,12,8.146931400000001,1135,0.0071779131277533055,9397.192070484582
acd92c653e,enactive/panopt,claude-opus-4-8,38,470.89523300000013,13396,0.03515192841146612,41790.710958495074
acd92c653e,enactive/panopt,claude-opus-4-7,20,231.06490599999995,5062,0.04564695890952192,53974.50711181351
b2e68a9749,entireio/git-sync,claude-opus-4-8,4,52.691359,402,0.13107303233830844,155364.24626865672
b2e68a9749,entireio/git-sync,claude-opus-4-7,3,1.1762185,766,0.0015355332898172324,1228.9125326370756
b66392cfe0,prayashm/agent-lab,claude-sonnet-4-6,8,39.98861429999999,1335,0.029954018202247183,54624.066666666666
b66392cfe0,prayashm/agent-lab,gpt-5.5,9,27.603016000000004,1058,0.026089807183364844,30982.93572778828
bb1ae40074,desplega-ai/agent-swarm,claude-opus-4-6,36,394.71559125000005,56323,0.007008071147666141,8431.814019139605
bb1ae40074,desplega-ai/agent-swarm,gpt-5.3-codex,4,2.1844025,3618,0.0006037596738529574,186.944997236042
bea79cf809,itsmaleen/dispatch,claude-sonnet-4-5-20250929,10,111.84997305000006,5969,0.018738477642821254,28554.262523035686
bea79cf809,itsmaleen/dispatch,claude-opus-4-5-20251101,3,1.17569175,5245,0.00022415476644423258,230.67988560533843
c60a241074,s4lly/splitzy,claude-opus-4-7,67,118.28105749999997,4253,0.027811205619562657,26630.99271102751
c60a241074,s4lly/splitzy,claude-opus-4-8,5,42.781802500000005,121,0.3535686157024794,491013.2314049587
c60a241074,s4lly/splitzy,claude-sonnet-4-6,3,1.4578026,88,0.016565938636363634,21781.159090909092
c6c251c3d4,jakobtfaber/dsa110-FLITS,claude-opus-4-8,24,1331.7837625,14598,0.0912305632620907,95352.82004384162
c6c251c3d4,jakobtfaber/dsa110-FLITS,gpt-5.5,21,45.72516400000001,5058,0.009040166864373271,9171.821273230526
cc0b9cb559,InTheCloudDan/family-schedule-agent-conversations,claude-opus-4-7,92,598.9406605000001,133125,0.004499084773708921,5686.590670422535
cc0b9cb559,InTheCloudDan/family-schedule-agent-conversations,claude-fable-5,4,296.23944200000005,2355,0.12579169511677285,87581.28959660298
cc0b9cb559,InTheCloudDan/family-schedule-agent-conversations,claude-opus-4-8,11,113.03924150000002,8606,0.01313493394143621,14848.812688821752
cc0b9cb559,InTheCloudDan/family-schedule-agent-conversations,claude-opus-4-6,17,62.97111949999999,11583,0.005436512086678753,5293.9390486057155
cd25a8cacf,heath0xFF/fornax,claude-opus-4-8,4,389.1452770000001,1365,0.2850881150183151,440222.1018315018
cd25a8cacf,heath0xFF/fornax,claude-opus-4-7,5,138.82497549999997,1739,0.07983034818861412,121902.99137435308
cd25a8cacf,heath0xFF/fornax,claude-sonnet-4-6,3,18.082855199999997,230,0.07862110956521738,111369.02173913043
cd25a8cacf,heath0xFF/fornax,anthropic/claude-opus-4.6,5,6.975105499999999,1291,0.005402870255615801,3995.8985282726567
cd25a8cacf,heath0xFF/fornax,google/gemini-3.1-pro-preview,4,0.0,1039,0.0,10948.174205967276
d41d8cd98f,DieStok/harmonia,claude-opus-4-6,34,241.84774,190405,0.001270175363041937,1522.845156377196
d41d8cd98f,DieStok/harmonia,claude-sonnet-4-6,3,4.8076634999999985,3858,0.001246154354587869,2388.4434940383617
d5f9762acb,fogodev/ars-ui,gpt-5.5,58,4251.765722,43412,0.09793987197088364,151998.93439601953
d5f9762acb,fogodev/ars-ui,claude-opus-4-8,15,2492.8654925,74433,0.03349140156247901,46110.802990609
d5f9762acb,fogodev/ars-ui,claude-opus-4-7,12,1987.7295034999997,4524,0.4393743376436781,613001.6339522547
dbdd0cfe73,lgulliver/derrick,claude-opus-4-8,8,134.79509090000002,15960,0.008445807700501254,9948.942042606517
dbdd0cfe73,lgulliver/derrick,claude-opus-4-7,6,15.880410499999996,954,0.01664613259958071,16805.27253668763
dc468c70fb,chuhemiao/portfolio,claude-sonnet-4-6,19,45.02103150000002,36169,0.0012447408416046896,1799.2005031933425
dc468c70fb,chuhemiao/portfolio,claude-opus-4-6,5,8.893826000000002,16236,0.0005477843064794286,258.73115299334813
ddbb20c557,basher83/domain-chassis,claude-opus-4-6,9,4.7710745,1637,0.002914523213194869,1908.2480146609653
ddbb20c557,basher83/domain-chassis,claude-haiku-4-5-20251001,3,0.36841270000000004,2336,0.00015771091609589042,357.0141267123288
ddbb20c557,basher83/lunar-claude,claude-opus-4-6,7,44.037799,8260,0.005331452663438257,6895.132082324455
ddbb20c557,basher83/lunar-claude,claude-opus-4-7,3,12.208393499999998,599,0.02038129131886477,13709.66611018364
dddf0ac818,SnowingFox/skills,claude-opus-4-6,4,128.5996525000001,90,1.428885027777779,1777888.8333333333
dddf0ac818,SnowingFox/skills,claude-opus-4-7,5,23.776440000000004,354,0.06716508474576273,60182.745762711864
dddf0ac818,SnowingFox/skills,gpt-5.4,3,0.672679,80,0.0084084875,12277.1
dddf0ac818,entireio/cli-checkpoints,claude-opus-4-7,24,1211.3411314999994,46877,0.025840841596091887,38520.442391791286
dddf0ac818,entireio/cli-checkpoints,claude-opus-4-6,49,542.9430512499998,22977,0.023629849469034243,33069.54963659312
dddf0ac818,entireio/cli-checkpoints,gpt-5.4,48,311.19341285000013,73190,0.004251856986610195,10207.531643667167
dddf0ac818,entireio/external-agents,claude-opus-4-6,29,114.16156300000002,15912,0.007174557755153344,8994.64705882353
dddf0ac818,entireio/external-agents,claude-opus-4-7,10,13.976441999999999,12034,0.00116141283031411,721.6051188299817
e444727853,JustinBeaudry/kb,claude-opus-4-7,11,138.12320549999998,15741,0.008774741471316941,8278.699256718124
e444727853,JustinBeaudry/kb,claude-haiku-4-5-20251001,12,1.3464363,32310,4.1672432683379756e-05,44.72896935933148
e5afd70a0a,wodsmith/thewodapp,claude-opus-4-7,31,275.9170475000001,127150,0.00217001217066457,2604.5201179709006
e5afd70a0a,wodsmith/thewodapp,claude-opus-4-6,27,85.50953249999999,14320,0.005971336068435753,7130.517248603352
e5afd70a0a,wodsmith/thewodapp,claude-fable-5,5,75.11474000000003,749,0.10028670226969295,59148.82242990654
e5afd70a0a,wodsmith/thewodapp,claude-opus-4-8,7,40.06675200000001,6778,0.005911294187075835,6812.552080259664
e6ac3dbbab,E2E-Solution/cli,claude-opus-4-5-20251101,84,742.2179661500002,372307,0.001993564359923397,2597.5673060135855
e6ac3dbbab,E2E-Solution/cli,claude-opus-4-6,91,482.5373060000001,166497,0.002898174177312505,3765.42584551073
e6ac3dbbab,E2E-Solution/cli,claude-sonnet-4-5-20250929,23,97.84169599999998,165865,0.0005898875350435595,1276.4796310252314
e6ac3dbbab,entireio/cli-checkpoints,claude-opus-4-8,66,2398.60733575,6592,0.36386640408828885,446149.6966019418
e6ac3dbbab,entireio/cli-checkpoints,claude-opus-4-7,72,2132.2153349999994,8027,0.26563041422698386,389538.4522237449
e6ac3dbbab,entireio/cli-checkpoints,claude-opus-4-6,41,377.85983224999995,13200,0.028625744867424238,39375.29946969697
e6ac3dbbab,entireio/cli-checkpoints,gpt-5.4,63,253.29956749999994,7053,0.035913734226570244,68779.34141500072
e6ac3dbbab,entireio/cli-checkpoints,claude-fable-5,6,225.07554850000002,413,0.5449771150121065,272625.8062953995
e6ac3dbbab,entireio/cli-checkpoints,gpt-5.5,22,64.20016700000001,474,0.13544339029535868,155329.97679324893
e6ac3dbbab,entireio/git-sync,claude-opus-4-7,12,884.4773530000001,954,0.9271251079664571,1317664.4297693921
e6ac3dbbab,entireio/git-sync,gpt-5.4,24,317.77585999999997,3946,0.08053113532691332,173450.5382665991
e6ac3dbbab,entireio/git-sync,claude-opus-4-6,6,216.54029874999998,1065,0.20332422417840373,291054.93427230045
e6ac3dbbab,entireio/git-sync,claude-opus-4-8,8,198.99886200000012,546,0.3644667802197804,468295.2783882784
e6ac3dbbab,entireio/git-sync,gpt-5.5,23,19.038268000000002,522,0.036471777777777784,22511.11877394636
f0d24e1cae,TheurgicDuke771/DataQ,claude-opus-4-8,29,3690.2428622500015,5414,0.6816111677595127,922864.2801994828
f0d24e1cae,TheurgicDuke771/DataQ,claude-fable-5,6,1201.1137339999996,197,6.097024030456851,3776960.604060914
f643227434,housesigma/listing-chatbot-design,claude-opus-4-6,4,9.625312500000001,7534,0.0012775832890894612,946.9942925404831
f643227434,housesigma/listing-chatbot-design,claude-sonnet-4-6,3,8.463128099999999,1414,0.0059852391089108906,7309.417256011316
fa27ef3ef6,ClusterCockpit/cc-backend,claude-opus-4-6,56,65.82056410000001,5487,0.01199572883178422,11444.800072899581
fa27ef3ef6,ClusterCockpit/cc-backend,claude-opus-4-8,7,51.94174750000001,1123,0.04625266918967054,51944.877114870884
fa27ef3ef6,ClusterCockpit/cc-backend,claude-sonnet-4-6,22,10.294625099999998,612,0.01682128284313725,20175.274509803923
fa57b71f67,zeodotdev/zeo,claude-opus-4-8,5,470.6432940000001,120,3.9220274500000007,3995705.9166666665
fa57b71f67,zeodotdev/zeo,claude-opus-4-7,4,336.4024945,771,0.4363197075226978,590481.3242542153
fc2a36b07f,Lightprotocol/light-protocol,claude-opus-4-6,22,163.4900853,51412,0.0031799985470318216,4108.905177779507
fc2a36b07f,Lightprotocol/light-protocol,claude-sonnet-4-6,16,69.99201280000003,9671,0.0072373087374625195,14981.129562609865
fc7410c234,E2E-Solution/cli,claude-opus-4-6,49,234.73326049999994,66036,0.0035546256663032275,4866.7972318129505
