session_id,seq,k_before,k_after,agent,mode,repo,tool_kind,tool_name,what,result_chars,later_calls,rent_tokens,rent_usd,stratum_pick,stratum
019d62f5-3225-7142-9e75-ecc3dc600da0,272,3,12,codex,vibe,zchee/zmux,mcp,mcp__filesystem__read_text_file,src/server.zig,47378,163,1930653.5,0.482663375,random_over_5k,codex|mcp
a33e4939-e8b1-4b81-aaa1-168fd7fc382f,3162,3,12,claude_code,human,TheurgicDuke771/DataQ,web,WebFetch,,5832,298,434484.0,0.434484,random_over_5k,claude_code|web
e2df973f-328f-4c61-abb6-d89bdee9eaeb,231,3,12,claude_code,collab,anchoo2kewl/SprintSpark,write,Write,internal/email/brevo.go,8221,414,850873.5,0.42543675,random_over_5k,claude_code|write
3171104e-0184-4cbd-8c06-875d006a34d2,169,3,12,claude_code,collab,BIDEquity/outbid-dirigent,web,WebFetch,,27779,200,1388950.0,0.416685,random_over_5k,claude_code|web
753f66c3-a063-4f29-bce3-ef80ab8825e7,496,3,12,claude_code,vibe,moltis-org/moltis,read,Read,crates/chat/src/run_with_tools.rs,6858,486,833247.0,0.4166235,random_over_5k,claude_code|read
dfbb4922-3529-4eab-a5dc-3c8d30b7c660-b5ba7e15aa75,1147,3,12,claude_code,vibe,E2E-Solution/cli,read,Read,cmd/entire/cli/state.go,7368,451,830742.0,0.415371,random_over_5k,claude_code|read
0c275b1b-9732-433e-9e70-9b7bfdb578a3-507640c3f1e3,313,3,12,claude_code,human,E2E-Solution/cli,write,Write,docs/plans/2026-02-06-session-phase-review-notes.md,12409,255,791073.75,0.395536875,random_over_5k,claude_code|write
ses_1fe66c14effeU5Zvqjz7WOGWaF,5,3,12,opencode,vibe,entireio/cli-checkpoints,glob,glob,.,6958,448,779296.0,0.389648,random_over_5k,opencode|glob
f11b8276-1d4b-4124-a6ca-046f43d66b31,105,3,12,claude_code,collab,HMAKT99/cli,read,Read,cmd/entire/cli/agent/geminicli/hooks_test.go,21231,226,1199551.5,0.35986545000000003,random_over_5k,claude_code|read
a1ac494b-68ad-46a3-a108-614ece008190,187,3,12,claude_code,human,anweiss/cddl,write,Write,src/parser_tests.rs,20930,136,711620.0,0.35581,random_over_5k,claude_code|write
ses_1fe66c14effeU5Zvqjz7WOGWaF,203,3,12,opencode,vibe,entireio/cli-checkpoints,other,skill,,10149,271,687594.75,0.343797375,random_over_5k,opencode|other
8d58fde0-5c32-463d-ac3c-f0c840c3d193,2425,3,12,claude_code,collab,Avyukth/cli,write,Write,/Users/amrit/.claude/plans/compressed-purring-cloud.md,8644,317,685037.0,0.3425185,random_over_5k,claude_code|write
2cae28a4-28e8-4bfa-9225-7682543f3664,20047,3,12,claude_code,unknown,scottdensmore/MovieSwiftUI,bash,Bash,"cd /Users/scottdensmore/Developer/scottdensmore/movieswiftui
echo ""=== loaderFor / ImageLoaderCache.shared usages ===""; grep -rn ""ImageLoaderCache\|loaderFor\|ImageLoader("" MovieSwift --include=""*.swi",9729,275,668868.75,0.334434375,random_over_5k,claude_code|bash
b614e7cb-af3d-4cfb-bde4-7039e8e95a6d,35,3,12,claude_code,collab,mgorabbani/PropContext,web,WebFetch,,41647,63,655940.25,0.327970125,random_over_5k,claude_code|web
ses_1fe66c14effeU5Zvqjz7WOGWaF,100,3,12,opencode,vibe,entireio/cli-checkpoints,other,skill,,6705,365,611831.25,0.305915625,random_over_5k,opencode|other
019e654e-8039-7683-be34-355f432d8815-f3815a32e580,138,3,12,codex,vibe,entireio/cli-checkpoints,other,go_symbol_references,cmd/entire/cli/checkpoint/v2_committed.go,16763,136,569942.0,0.284971,random_over_5k,codex|other
019d6380-37c5-7cb2-81d3-32d50df80731,880,3,12,codex,human,zchee/zmux,mcp,mcp__filesystem__read_text_file,/Users/zchee/src/github.com/zchee/dotfiles/.config/codex/memories/MEMORY.md,12887,351,1130834.25,0.2827085625,random_over_5k,codex|mcp
019d724a-df1e-7e20-b01c-6caf0bb02e7a,146,3,12,codex,vibe,dayhaysoos/nimbus,mcp,mcp__codex_apps__github_search,"""web_search"" ""tools"" ""shell""",7301,598,1091499.5,0.272874875,random_over_5k,codex|mcp
473b5e55-d61f-4bc6-bcae-ab078e0d3cdd,630,3,12,claude_code,unknown,entireio/cli-checkpoints,bash,Bash,"cd /Users/soph/Work/entire/devenv/cli
echo ""################ experts_cell_target.go ################""; git show FETCH_HEAD:cmd/entire/cli/experts_cell_target.go 2>&1
echo ""################ api_client.",8991,242,543955.5,0.27197775,random_over_5k,claude_code|bash
06602c4e-958c-4eaa-a2c8-05f2cba95b21,96,3,12,claude_code,collab,vfaraji89/tokalator,glob,Glob,.,12814,275,880962.5,0.26428875,random_over_5k,claude_code|glob
277cddf9-df9f-473a-ba00-7a762d551f4a,236,3,12,claude_code,collab,acidtib/chisme,web,WebFetch,,49001,42,514510.5,0.25725525,random_over_5k,claude_code|web
ses_1fe66c14effeU5Zvqjz7WOGWaF,196,3,12,opencode,vibe,entireio/cli-checkpoints,other,skill,,7243,276,499767.0,0.2498835,random_over_5k,opencode|other
019ec66b-5210-7711-a71e-86632c398f1f,2229,3,12,codex,collab,blackgirlbytes/planetfall-seed-signalkit,other,js,,31457,61,479719.25,0.239859625,random_over_5k,codex|other
1a289c77-a9da-491d-954a-2df7f0dd6a17-8eacff7bdb26,3047,3,12,claude_code,human,E2E-Solution/cli,write,Write,cmd/entire/cli/integration_test/hook_logging_test.go,5586,340,474810.0,0.237405,random_over_5k,claude_code|write
85a81117-b649-4520-8717-443353db69d4,361,3,12,claude_code,human,ishaan812/entireio-cli,web,WebFetch,,7124,256,455936.0,0.227968,random_over_5k,claude_code|web
ses_33c1ef6dcffejADgxp8843cqwQ,7,3,12,opencode,human,dayhaysoos/nimbus,read,read,packages/worker/src/types.ts,6449,790,1273677.5,0.2228935625,random_over_5k,opencode|read
ses_1fe66c14effeU5Zvqjz7WOGWaF,312,3,12,opencode,vibe,entireio/cli-checkpoints,other,skill,,10350,170,439875.0,0.2199375,random_over_5k,opencode|other
ses_1fe66c14effeU5Zvqjz7WOGWaF,314,3,12,opencode,vibe,entireio/cli-checkpoints,read,read,cmd/entire/cli/setup.go,10463,168,439446.0,0.219723,random_over_5k,opencode|read
ses_336ebe11bffePlPIwBobiYzDoC,37,3,12,opencode,collab,dayhaysoos/nimbus,web,webfetch,,12278,406,1246217.0,0.218087975,random_over_5k,opencode|web
ses_32f86a047ffeSbgxROphokK4NP,1,3,12,opencode,vibe,dayhaysoos/nimbus,glob,glob,.,12137,404,1225837.0,0.214521475,random_over_5k,opencode|glob
ses_336ebe11bffePlPIwBobiYzDoC,35,3,12,opencode,collab,dayhaysoos/nimbus,web,webfetch,,11793,408,1202886.0,0.21050505,random_over_5k,opencode|web
2f85bcea-40d5-43fc-a858-f682e27bc2f6,32,3,12,claude_code,vibe,BIDEquity/outbid-dirigent,web,WebFetch,,20858,78,406731.0,0.2033655,random_over_5k,claude_code|web
019dd955-fb23-7041-9b97-7b27705c75f9-9635038f93e3,300,3,12,codex,vibe,entireio/cli-checkpoints,other,_fetch_pr_comments,,9810,164,402210.0,0.201105,random_over_5k,codex|other
000bf37f-e4a3-4e37-804d-2fad2928e440,497,3,12,claude_code,vibe,inin-zou/Clio,web,WebFetch,,6021,262,394375.5,0.19718775,random_over_5k,claude_code|web
019db8da-8785-7fb3-918f-0ca4b759e083,997,3,12,codex,vibe,zchee/spanner-manager,other,wait,,64724,48,776688.0,0.194172,random_over_5k,codex|other
ses_32c416dfeffetGeXfZ261XiDWq,1,3,12,opencode,unknown,Tiryoh/entireio-local-viewer,web,webfetch,,29734,84,624414.0,0.1873242,random_over_5k,opencode|web
7505c804-ef06-4be0-a866-480597e6bbc1,65,3,12,claude_code,human,E2E-Solution/cli,write,Write,cmd/entire/cli/logging/logger_test.go,19771,74,365763.5,0.18288175,random_over_5k,claude_code|write
ses_32543468affeyW1YI2BEqJxTCu,13,3,12,opencode,vibe,dayhaysoos/nimbus,web,websearch,Cloudflare workers versions upload preview alias API field preview_alias,9997,409,1022193.25,0.17888381874999998,random_over_5k,opencode|web
7c955a97-89aa-424d-84c1-3b2571976d8a,787,3,12,claude_code,human,pcastelo/lock_code_manager,bash,Bash,git diff -- custom_components/lock_code_manager/providers/virtual.py tests/ 2>&1,21621,65,351341.25,0.175670625,random_over_5k,claude_code|bash
ses_31c39e57fffe3UYMK9YBcHChXZ,75,3,12,opencode,human,dayhaysoos/nimbus,web,websearch,Qodo merge code review product features 2026,10000,359,897500.0,0.1570625,random_over_5k,opencode|web
9709bcdc-1a30-421c-9155-eb889a50264a,339,3,12,claude_code,collab,tpmjs/tpmjs,write,Write,apps/web/src/components/ExecutorConfigPanel.tsx,17101,71,303542.75,0.151771375,random_over_5k,claude_code|write
ses_31c39e57fffe3UYMK9YBcHChXZ,75,3,12,opencode,human,dayhaysoos/nimbus,web,websearch,Cursor bug bot code review features 2026,9404,359,844009.0,0.14770157499999997,random_over_5k,opencode|web
737704b2-0d90-4bb4-bf1c-59b70e20a2e6,2576,3,12,claude_code,unknown,fogodev/ars-ui,read,Read,spec/components/navigation/tree-view.md,6784,172,291712.0,0.145856,random_over_5k,claude_code|read
ses_32c416dfeffetGeXfZ261XiDWq,4,3,12,opencode,unknown,Tiryoh/entireio-local-viewer,web,webfetch,,23678,81,479479.5,0.14384385,random_over_5k,opencode|web
84182a64-97ba-405e-8d40-754aae5164e6,18,3,12,claude_code,collab,vanmarkic/AI-Boilerplate,glob,Glob,,10506,109,286288.5,0.14314425,random_over_5k,claude_code|glob
019db8da-8785-7fb3-918f-0ca4b759e083,611,3,12,codex,vibe,zchee/spanner-manager,other,wait,,18294,124,567114.0,0.1417785,random_over_5k,codex|other
0c275b1b-9732-433e-9e70-9b7bfdb578a3-96d6102cfcd9,313,3,12,claude_code,vibe,E2E-Solution/cli,write,Write,docs/plans/2026-02-06-session-phase-review-notes.md,12409,89,276100.25,0.138050125,random_over_5k,claude_code|write
019ed688-f0d8-7531-a5f3-ca1cf17f7c75,1182,3,12,codex,human,blackgirlbytes/planetfall-seed-signalkit,other,js,,31457,35,275248.75,0.137624375,random_over_5k,codex|other
108d2ff0-c3d9-45f9-b93e-639ac9ce9321,85,3,12,claude_code,vibe,Bio1988/moltisown,read,Read,scripts/prepare-release.sh,5848,188,274856.0,0.137428,random_over_5k,claude_code|read
ses_32f86a047ffeSbgxROphokK4NP,1,3,12,opencode,vibe,dayhaysoos/nimbus,glob,glob,.,7755,404,783255.0,0.137069625,random_over_5k,opencode|glob
ses_32c416dfeffetGeXfZ261XiDWq,16,3,12,opencode,unknown,Tiryoh/entireio-local-viewer,web,webfetch,,26116,69,450501.0,0.1351503,random_over_5k,opencode|web
c2ecc088-1eef-405f-92ca-59d1d7e02c76,44,3,12,claude_code,vibe,jeevanpillay/dual,write,Write,src/config.rs,33582,31,260260.5,0.13013025,random_over_5k,claude_code|write
5570d4e3-e292-45e9-bb43-ec2ba2a4a72f,10,3,12,claude_code,unknown,nsega/dotfiles,read,Read,.zshrc,8192,127,260096.0,0.130048,random_over_5k,claude_code|read
a032db5a-df02-44d7-ab1e-fb024213ecc4,31,3,12,claude_code,vibe,E2E-Solution/cli,web,WebFetch,,22210,78,433095.0,0.1299285,random_over_5k,claude_code|web
019db8da-8785-7fb3-918f-0ca4b759e083,924,3,12,codex,vibe,zchee/spanner-manager,other,wait,,32233,62,499611.5,0.124902875,random_over_5k,codex|other
0efa9fff-3002-4b6b-a039-4843c3c6162e,262,3,12,claude_code,human,FSM1/cipher-box,bash,Bash,gh run view 23442664903 --log 2>&1 | grep -E '(PASS|FAIL|Error|error|✓|✗|ops/sec|p50|p95|p99|throughput|Mixed Workload|createFolder|uploadFile|renameItem|moveItem|deleteItem|Total|clients|duration|ass,9046,109,246503.5,0.12325175,random_over_5k,claude_code|bash
019d7e2b-ee5d-7000-8e8a-b2ae4a0237ed,36,3,12,codex,vibe,zchee/zmux,mcp,mcp__filesystem__read_multiple_files,,15348,127,487299.0,0.12182475,random_over_5k,codex|mcp
019d64c5-2795-7463-8fff-73c754b04b4c,532,3,12,codex,vibe,zchee/zmux,mcp,mcp__filesystem__read_multiple_files,,10083,190,478942.5,0.119735625,random_over_5k,codex|mcp
ee672412-b029-4ca0-b22f-7bbfa9a76cc4,342,3,12,claude_code,vibe,GaetanJuvin/camoufox-ruby,write,Write,lib/camoufox/native_bridge.rb,8205,115,235893.75,0.117946875,random_over_5k,claude_code|write
47782795-7bea-4028-97f1-55a3ac6d8927,505,3,12,claude_code,collab,E2E-Solution/cli,write,Write,checkpoint-approaches.md,5285,176,232540.0,0.11627,random_over_5k,claude_code|write
6ad00449-afe2-47f6-a585-e947415e5be4,17,3,12,claude_code,collab,AmineChr54/Paris_Hackathon_Cross-Modal-3d-Medical-Retrieval,glob,Glob,,5259,173,227451.75,0.113725875,random_over_5k,claude_code|glob
de507b3e-049a-4080-b779-8c048e657d88,355,3,12,claude_code,vibe,ishaan812/entireio-cli,web,WebFetch,,6626,132,218658.0,0.109329,random_over_5k,claude_code|web
4a8d50b8-fd41-4513-9eea-5c9a15be464e,75,3,12,claude_code,human,marcus-sa/brain,web,WebFetch,,14907,57,212424.75,0.106212375,random_over_5k,claude_code|web
e09d0a70-842d-4dc9-89b0-0de83d829ed6,89,3,12,claude_code,vibe,TheurgicDuke771/DataQ,read,Read,backend/app/datasources/flatfile.py,12155,68,206635.0,0.1033175,random_over_5k,claude_code|read
019f280c-276e-73f3-88e4-72f6940bf971,4364,3,12,codex,collab,EntityProcess/agentv,other,_get_pr_info,,5218,156,203502.0,0.101751,random_over_5k,codex|other
6c049bba-ca1e-45ff-8d40-6a4cb0ad0fbc,33,3,12,claude_code,collab,marcus-sa/brain,bash,Bash,"git log --since=""2026-03-12"" --no-merges --format=""%h %s%n%b---"" | head -500",22181,36,199629.0,0.0998145,random_over_5k,claude_code|bash
94721c6d-b20d-46b5-bed2-b54d83a5695d,55,3,12,claude_code,vibe,armelhbobdad/bmad-module-skill-forge,glob,Glob,,10501,75,196893.75,0.098446875,random_over_5k,claude_code|glob
5bf92790-b3d7-4f91-a7dc-956d671eea4a,37,3,12,claude_code,vibe,henryph24/neuralips26,bash,Bash,"grep -n ""approx\\|approximate\\|orthogonal\\|noise floor\\|R(\\\\mathcal{D})\\|alpha\\^\\*"" /Users/hungpq2412/neuralips26/main.tex | head -30",16563,46,190474.5,0.09523725,random_over_5k,claude_code|bash
ses_2b4d43b12ffeAiKhp1wmvaMqHT,1,3,12,opencode,vibe,entireio/cli-checkpoints,other,skill,,11267,188,529549.0,0.09267107499999999,random_over_5k,opencode|other
96e4bc6d-d924-4c03-943d-c35d6463df65,451,3,12,claude_code,human,marin-community/marin,write,Write,lib/marin/src/marin/execution/step_runner.py,13842,53,183406.5,0.09170325,random_over_5k,claude_code|write
feab352a-23e0-4098-8894-23751fd4b41c,70,3,12,claude_code,vibe,E2E-Solution/cli,bash,Bash,git diff origin/main..origin/soph/opencode -- cmd/entire/cli/hook_registry.go,9752,73,177974.0,0.088987,random_over_5k,claude_code|bash
781fad78-5607-48cd-8ad6-3cd7a1ce5085,28,3,12,claude_code,collab,InTheCloudDan/family-schedule-agent-conversations,read,Read,templates/famstream/partials/_post_card.html,14021,47,164746.75,0.082373375,random_over_5k,claude_code|read
0e4a059e-ea99-4e4f-aaa5-ed23bb79cb7b,870,3,12,claude_code,collab,armelhbobdad/bmad-module-skill-forge,read,Read,tools/cli/lib/installer.js,11873,55,163253.75,0.081626875,random_over_5k,claude_code|read
1e3871a1-b691-49d7-b878-4daee55eeeca,13,3,12,claude_code,collab,rolopez23/gc-ai-takehome,glob,Glob,/Users/robertlopez/repos/harness,8116,80,162320.0,0.08116,random_over_5k,claude_code|glob
ses_191616431ffeJ7D4iCvVagkE1H,3,3,12,opencode,human,galactica-labs/project-atlas,task,task,,11985,90,269662.5,0.08089875,random_over_5k,opencode|task
007f1a33-fa8e-44c6-9836-4a6fa6e03c0a,5,3,12,claude_code,vibe,135yshr/documents,read,Read,articles/f14c01658cd157.md,7472,86,160648.0,0.080324,random_over_5k,claude_code|read
98a6a01b-b747-432b-a1cb-dab9e370977f,16,3,12,claude_code,collab,marcus-sa/brain,read,Read,app/src/server/policy/policy-queries.ts,15533,41,159213.25,0.079606625,random_over_5k,claude_code|read
c7e8766e-a633-44f3-8a42-28feed74b6c4,58,3,12,claude_code,collab,marknorgren/about-this-mac,bash,Bash,"echo ""===== CONSTITUTION =====""; cat .specify/memory/constitution.md 2>/dev/null | head -120; echo ""===== SPEC TEMPLATE =====""; find .specify -name ""*spec*template*"" -o -name ""spec-template*"" 2>/dev/n",5836,107,156113.0,0.0780565,random_over_5k,claude_code|bash
ses_287568717ffeeyvFBSNdTAi19Y,25,3,12,opencode,vibe,entireio/cli-checkpoints,other,skill,,12008,144,432288.0,0.07565039999999999,random_over_5k,opencode|other
35045842-4eeb-4702-bff4-5c0e3d04ff0e,17,3,12,claude_code,collab,marcus-sa/brain,read,Read,docs/feature/sandbox-agent-integration/deliver/execution-log.json,12873,46,148039.5,0.07401975,random_over_5k,claude_code|read
ses_277daa810ffePOBsdfS6gm8uA2,1,3,12,opencode,human,savekirk/session-bridge,web,webfetch,,13872,68,235824.0,0.0707472,random_over_5k,opencode|web
019e1902-ea25-7cd3-a240-aebae0c6e5aa-47b304a14529,1221,3,12,codex,human,entireio/cli-checkpoints,other,_fetch_pr_comments,,10645,53,141046.25,0.070523125,random_over_5k,codex|other
ee672412-b029-4ca0-b22f-7bbfa9a76cc4,371,3,12,claude_code,vibe,GaetanJuvin/camoufox-ruby,write,Write,lib/camoufox/mcp/tools/launch.rb,5182,106,137323.0,0.0686615,random_over_5k,claude_code|write
019d52c4-e2cc-7601-bded-51eb74fef861,34,3,12,codex,human,zchee/agent,mcp,mcp__filesystem__read_text_file,/Users/zchee/src/github.com/zchee/dotfiles/.config/codex/memories/MEMORY.md,33254,33,274345.5,0.068586375,random_over_5k,codex|mcp
ses_1fe66c14effeU5Zvqjz7WOGWaF,443,3,12,opencode,vibe,entireio/cli-checkpoints,other,skill,,11949,45,134426.25,0.067213125,random_over_5k,opencode|other
7596272b-4e69-4141-8c7c-ac47e9f935e1,11,3,12,claude_code,collab,lightfastai/lightfast,bash,Bash,pnpm with-env npx sentry issue view LIGHTFAST-PLATFORM-6 2>&1,5386,98,131957.0,0.0659785,random_over_5k,claude_code|bash
70fec463-9665-4950-b343-180fcd47cd5a,430,3,12,claude_code,human,marcus-sa/brain,glob,Glob,.,5810,89,129272.5,0.06463625,random_over_5k,claude_code|glob
ses_1c76f6dacffeLfhRNATLFmjk5R,6,3,12,opencode,vibe,usesend/useSend,other,exa_web_search_exa,site:github.com/anthropics GitHub Code Review Claude Code Action @claude review pull_request_review inline comments,17788,29,128963.0,0.0644815,random_over_5k,opencode|other
ses_26d19fdb3ffeG4w96T2KQ72Qiv,1,3,12,opencode,vibe,entireio/cli-checkpoints,other,skill,,12008,120,360240.0,0.06304199999999999,random_over_5k,opencode|other
ses_191616431ffeJ7D4iCvVagkE1H,6,3,12,opencode,human,galactica-labs/project-atlas,read,read,projects/frontend/src/index.css,9594,87,208669.5,0.06260085,random_over_5k,opencode|read
77e148b8-d479-4609-8980-471c85003c07,114,3,12,claude_code,vibe,PackmindHub/context-evaluator,write,Write,frontend/src/components/RemediateTab.tsx,32963,15,123611.25,0.061805625,random_over_5k,claude_code|write
ses_31131b2b5ffew4mR2BW65yUBG7,272,3,12,opencode,vibe,dayhaysoos/nimbus,web,websearch,Cloudflare Workers Queues consumer execution time limit,10000,141,352500.0,0.06168749999999999,random_over_5k,opencode|web
6a6be09e-7381-4751-bcd0-8c94593d4332,1509,3,12,claude_code,vibe,135yshr/documents,read,Read,articles/56e161aff29ff9.md,16843,29,122111.75,0.061055875,random_over_5k,claude_code|read
019d6324-6d40-7750-b517-0b28b6d39f2c,664,3,12,codex,human,zchee/zmux,mcp,mcp__filesystem__read_text_file,src/cmd/config_shell_test.zig,11659,83,241924.25,0.0604810625,random_over_5k,codex|mcp
3171104e-0184-4cbd-8c06-875d006a34d2,1193,3,12,claude_code,collab,BIDEquity/outbid-dirigent,web,WebFetch,,27779,29,201397.75,0.060419324999999996,random_over_5k,claude_code|web
bd624c69-1d74-429c-af78-aee1df15b2a4,128,3,12,claude_code,unknown,ngngardner/readaloud,read,Read,e2e/helpers.js,5650,83,117237.5,0.05861875,random_over_5k,claude_code|read
96dd758c-4fe6-4a48-be32-846451558cdb,57,3,12,claude_code,vibe,armelhbobdad/bmad-module-skill-forge,bash,Bash,"cd /home/armel/Projects/OSS/bmad-module-skill-forge
echo ""=== definitions of output_folder across module ===""
grep -rn ""output_folder\s*:"" src/ 2>&1 | head -40
echo """"
echo ""=== config.yaml files ===""",8580,53,113685.0,0.0568425,random_over_5k,claude_code|bash
9f93c47a-6f3d-4a94-8250-59eb17557ee5,20,3,12,claude_code,human,tpmjs/tpmjs,web,WebFetch,,6097,74,112794.5,0.05639725,random_over_5k,claude_code|web
